Accession,ASC_f,Codon_f,GC,GC3
AE000657,0.17582417582417584,0.3564954682779456,43.476167301066496,47.18621732053671
AE014184,0.26506024096385544,0.31518324607329845,46.331997200483556,43.31984798362862
AE015928,0.27637130801687765,0.304095204760238,42.83717823940185,44.58875565762742
AE016825,0.22727272727272727,0.17997758685095255,64.83374306473475,83.15720006089714
AE017282,0.1836734693877551,0.18855465884079237,63.58457295840506,77.96001192983474
AL935263,0.3434065934065934,0.28112168252378567,44.46688649939107,45.13685216456338
AM180252,0.44324324324324327,0.40183727034120736,33.2844865496402,18.680945512211654
AM236080,0.2028985507246377,0.20633514986376023,61.09037476108047,75.9558218001485
AM260479,0.20121951219512196,0.1465883416177135,66.46591142419408,85.22432239106415
AM260525,0.29155313351498635,0.3429878048780488,38.856063299022054,30.077139499859406
AM494475,0.39845758354755784,0.3798165137614679,30.5310497961732,21.365218147233982
AM711867,0.23214285714285715,0.10164765525982256,72.66422692563216,94.7975161479547
AM743169,0.36764705882352944,0.16044376434583016,66.32404518043852,83.25334333965804
AM889285,0.22485207100591717,0.17733405288720994,66.43110337985524,80.11588632313429
AM902716,0.23529411764705882,0.16729857819905214,65.48282415680934,81.62050779849977
AM942759,0.35749751737835156,0.3497797356828194,38.89968663300527,30.75245291987967
AM999887,0.25773195876288657,0.35420054200542006,34.19024523509989,26.635196840406515
AP006628,0.27896995708154504,0.35780445969125213,27.75984301810356,19.896437816443562
AP006840,0.1751412429378531,0.13084384093113482,68.6684043088666,89.4912651578391
AP007255,0.22705314009661837,0.20552861299709022,65.093510400737,83.14199548369172
AP008230,0.2527254707631318,0.26929039952295764,47.35989345501921,50.59483233199998
AP008955,0.20748663101604278,0.23413318953895929,47.2735528479921,49.388060253065156
AP008971,0.2553191489361702,0.3172595520421607,32.3127743623778,26.650776270876232
AP009152,0.10869565217391304,0.09712041884816754,71.16380109284755,92.56099655074152
AP009153,0.2698412698412698,0.18010204081632653,64.27436141406316,76.88042010162982
AP009178,0.21739130434782608,0.3370967741935484,39.688625407429775,36.53261266972793
AP009179,0.3,0.3252047315741583,43.87148618201701,46.96062298295081
AP009380,0.24623115577889448,0.2541864139020537,48.359283634112224,53.05509468872864
AP009384,0.1510791366906475,0.14928488596830305,67.31902211118089,85.58033965760337
AP009389,0.17548076923076922,0.25889781859931116,52.96110399537247,62.3289097746804
AP009484,0.28211009174311924,0.30486685032139577,36.87685627905118,30.775165231510314
AP009510,0.25149700598802394,0.35,35.20740200576095,30.40007037897882
AP009552,0.3156225218080888,0.30345119627355494,42.33063114485447,39.50931745666048
AP010904,0.19938650306748465,0.18777963272120202,62.769421550751524,77.06766538646693
AP010946,0.19285714285714287,0.1617990005552471,67.76023397993896,87.04108079465419
AP010953,0.2767052767052767,0.2693324937027708,50.68482282649143,52.79602195346696
AP010968,0.18974358974358974,0.08759811616954474,74.19750348332366,95.43552890821465
AP011112,0.1518987341772152,0.3195729537366548,44.000263892354866,46.140012543177605
AP011121,0.15730337078651685,0.27100346020761246,53.03682379505382,53.06410333113375
AP011529,0.3261802575107296,0.35809199318568996,31.118260965301925,22.211041788684792
AP011615,0.34408602150537637,0.26748934260713486,43.650355346998246,41.46555477408334
AP012027,0.22262773722627738,0.3227329192546584,36.55623983118011,28.019531441606464
AP012029,0.2358490566037736,0.27494181536074475,53.84967293987223,61.151795580452166
AP012035,0.23469387755102042,0.15465587044534412,67.5791744356647,83.28976118847989
AP012044,0.1926782273603083,0.2516082916368835,53.32115202687688,62.44762599576779
AP012046,0.2647058823529412,0.30521792510742785,36.0410813510645,27.72117933022902
AP012050,0.3083219645293315,0.3134663341645885,35.71827205908107,26.499942957190925
AP012051,0.2784090909090909,0.3325051759834369,35.37487573029511,28.8596832483386
AP012052,0.07692307692307693,0.13154362416107382,70.27840545811512,89.51635710263977
AP012057,0.21052631578947367,0.15248474280732346,67.29244721885163,85.35204110605888
AP012157,0.28305582761998044,0.2988977575066515,38.60316874875766,32.68874104181474
AP012200,0.30939226519337015,0.3535561268209083,31.427530414899095,20.912233770188518
AP012204,0.22362869198312235,0.17564601769911503,67.2675393441247,83.09199829566528
AP012224,0.18410041841004185,0.17645148193260252,64.35657091688313,83.4582862067788
AP012273,0.22164948453608246,0.2354863813229572,56.27233867427217,64.736231939811
AP012292,0.23842592592592593,0.2665766374071573,50.678134821285894,58.98123748705875
AP012304,0.18181818181818182,0.17254518808011723,65.1013369765916,81.96821673440803
AP012320,0.17567567567567569,0.12711111111111112,71.24314405801177,90.89008540983318
AP012331,0.2962962962962963,0.17700312174817898,64.63092877381744,85.40830215340151
AP012333,0.21787709497206703,0.22431668237511782,58.31297660267276,73.04844261105163
AP012334,0.2896825396825397,0.270960929250264,48.63343237690101,48.528931928920855
AP012337,0.22330097087378642,0.22505712109672504,58.76714546695322,69.23173987284495
AP012338,0.045454545454545456,0.11219073324336483,73.28780179978833,93.48250813834655
AP012342,0.29493087557603687,0.2758180367118915,50.047547643363764,52.8600203553081
AP012492,0.2054380664652568,0.33828920570264764,38.343488993942316,35.024781844645304
AP012495,0.2459546925566343,0.27537041013528024,45.7271863180528,46.68717826815462
AP012547,0.18497109826589594,0.2064304461942257,63.267412603007166,79.15080752127986
AP012551,0.21581196581196582,0.21866368047779022,56.956884178640536,67.46781189223354
AP012554,0.3886792452830189,0.3989864864864865,30.56788703419589,20.772262124659903
AP012978,0.17721518987341772,0.17701754385964913,65.05711268828249,82.31346219624776
AP013066,0.24507042253521127,0.2579191517561299,56.1040492634944,65.49436516151633
AP013105,0.21311475409836064,0.20737134909596663,63.459266396182954,82.24245014305617
AP014521,0.40932642487046633,0.44160401002506267,25.06962490771965,12.049407316897229
AP014565,0.2676470588235294,0.26274647887323943,52.155026256764614,56.21466011794846
AP014569,0.14782608695652175,0.1726148409893993,66.09057305548266,83.276143228355
AP014583,0.31444759206798867,0.34884718498659517,32.17769270144215,21.630140096119334
AP014624,0.2717041800643087,0.33331308836926815,35.59174183823627,31.217248851243838
AP014633,0.2722722722722723,0.31038911975821687,41.21047691218616,34.72579659348268
AP014648,0.14583333333333334,0.18879216539717084,62.84232476604134,77.77875657547061
AP014685,0.24333333333333335,0.19279538904899135,63.70241665075839,80.26396127928666
AP014800,0.14285714285714285,0.1502910882221227,66.82816125602547,82.54107282063603
AP014821,0.3259949195596952,0.34432488719194726,33.344810744398856,23.31407430770491
BA000012,0.20670391061452514,0.19958180867746994,62.74706437726396,78.20212561954558
BA000022,0.32066115702479336,0.3042525208241999,47.72025510218359,49.882298574919574
BA000028,0.30416666666666664,0.3049664429530201,35.681311368484145,25.853265043173003
BA000039,0.17766497461928935,0.2624765478424015,53.91792993985405,57.37820504815544
BX908798,0.27431906614785995,0.3653153153153153,34.717256203755284,27.543035134856844
CP000031,0.22058823529411764,0.16805845511482254,64.22290936690355,80.12634528985195
CP000038,0.2825719120135364,0.24441913439635535,51.009758013290465,54.86777809491924
CP000061,0.39408866995073893,0.37084188911704313,26.88626305428061,19.371994276312602
CP000083,0.3276081424936387,0.33465956850658446,38.00542695387089,30.46081482872266
CP000088,0.08403361344537816,0.153267512929008,67.50285331947377,83.77434685436344
CP000089,0.24242424242424243,0.2261547022815804,59.24722023752395,69.83350770181697
CP000103,0.2484472049689441,0.24413196322336397,53.94264822125698,60.38097430302666
CP000109,0.22254335260115607,0.3064189189189189,43.12997222924752,41.76347489024347
CP000116,0.14942528735632185,0.15771812080536912,66.06722296893027,83.50812300707801
CP000140,0.2883787661406026,0.3113755354593051,45.05957647485263,51.05677539925933
CP000141,0.23030303030303031,0.31025399811853244,42.04970185549152,39.535416446941035
CP000153,0.25263157894736843,0.34985754985754985,34.46195676613094,25.425114861501307
CP000155,0.2308673469387755,0.24209450830140486,53.86974591515463,61.05746474959016
CP000157,0.25688073394495414,0.18971428571428572,63.068512035455406,77.17354765752737
CP000158,0.13068181818181818,0.19535153980244044,61.93028325615428,74.14299571325925
CP000232,0.23976608187134502,0.24217118997912318,55.79153707569736,64.43002637918988
CP000238,0.41818181818181815,0.40668523676880225,33.234770341914974,19.720723690425825
CP000245,0.11842105263157894,0.14689793195463643,69.99670531593956,91.31977921211823
CP000252,0.3039772727272727,0.25359773371104816,51.460038373226816,57.04670184084418
CP000264,0.24064171122994651,0.1830052808449352,62.332175460869756,75.41608957612769
CP000267,0.21604938271604937,0.2283500455788514,59.87933375732678,72.1806538037545
CP000282,0.26184538653366585,0.28773343097766385,45.82607600427956,44.5828860197993
CP000284,0.2757352941176471,0.242407277816655,55.71908220615934,64.99896280610056
CP000285,0.19254658385093168,0.1701844262295082,63.91185638668967,79.91249954817198
CP000316,0.19444444444444445,0.19887155658811814,62.47230909815348,77.09299266599201
CP000319,0.22413793103448276,0.20953858084528887,61.713781836805225,75.70930010645063
CP000352,0.19487179487179487,0.18340136054421768,63.820295314082756,79.09870616890429
CP000360,0.16981132075471697,0.2275027502750275,58.38384331781577,71.79140257261432
CP000377,0.215311004784689,0.19140495867768595,60.412916463861535,71.26991283602997
CP000383,0.31007751937984496,0.3275549805950841,38.84645420098899,35.52122903381832
CP000386,0.16393442622950818,0.1448087431693989,70.47658403570273,91.23163201373471
CP000387,0.19607843137254902,0.2916158536585366,43.4002181344688,42.92532747553288
CP000388,0.24561403508771928,0.2955903271692745,44.61609348747495,43.713301961934846
CP000390,0.17338709677419356,0.19512880562060889,61.06678699297397,72.55384668026387
CP000393,0.3108839446782922,0.3405722670579604,34.143356453871355,25.13635559598903
CP000411,0.38650306748466257,0.37672886937431393,37.88888283571569,33.76575792724595
CP000414,0.29777777777777775,0.32075471698113206,37.71033695121066,30.33467860372307
CP000422,0.23618090452261306,0.29568706118355065,37.357828886583455,29.55305813629921
CP000448,0.23091603053435114,0.2766871165644172,44.86592341448712,46.00755658267348
CP000449,0.23529411764705882,0.19815303430079156,62.72763433646602,75.510574803482
CP000453,0.1623931623931624,0.1351891506067095,67.53125206047478,85.30676977140472
CP000471,0.1550561797752809,0.23163941670349095,54.16747800281423,59.88428780616274
CP000473,0.2055888223552894,0.2069496021220159,61.90245684170811,75.52030470556426
CP000478,0.18095238095238095,0.18475177304964538,59.94872802991272,74.24832713519152
CP000481,0.140625,0.14088927637314735,66.907355721617,78.94598173111915
CP000482,0.23183391003460208,0.21024904214559387,59.024176646706586,73.98205392137992
CP000492,0.29652996845425866,0.2759142496847415,48.35144813079669,50.67711844794025
CP000509,0.17692307692307693,0.13339722089123143,71.65195409187281,92.81406721874863
CP000510,0.27341227125941875,0.3125345986555951,40.08627514969522,35.57629688729763
CP000513,0.2923076923076923,0.3099264705882353,44.39572461942635,40.5495198271762
CP000542,0.2430939226519337,0.16383623957543594,65.27908838713583,80.90000850352706
CP000544,0.13043478260869565,0.13512993262752646,67.98172974539025,84.64422625602133
CP000554,0.2718676122931442,0.2766388557806913,50.00758571202252,48.793791829298776
CP000555,0.10679611650485436,0.14035900405327156,69.19775134482882,88.63460991790933
CP000613,0.22727272727272727,0.12015672616456247,70.46127199295242,89.54181281369318
CP000628,0.23487544483985764,0.22463636363636363,60.33744223033959,74.44371632426507
CP000655,0.2545454545454545,0.31145584725536996,44.83410434871196,40.6625825389489
CP000679,0.21868787276341947,0.327773851590106,35.25407580106219,30.74653621379769
CP000685,0.26596604688763137,0.35371462264150944,34.11285327951776,27.034000666860624
CP000686,0.206266318537859,0.21803342401865528,60.38734500391099,69.01942839263505
CP000724,0.27794561933534745,0.30164046479835954,36.82202449465125,30.896708831942302
CP000733,0.24579124579124578,0.29229166666666667,42.43578946783289,40.41325594154757
CP000747,0.16030534351145037,0.1507730364873222,71.34637304176034,93.5555385658818
CP000749,0.2609182530795073,0.32382352941176473,42.59406816481398,38.17101726266472
CP000750,0.2033898305084746,0.09064354176175263,74.43503011751491,94.07252668025595
CP000758,0.19795221843003413,0.24007398273736127,56.050901587193835,64.0543638555241
CP000769,0.0989010989010989,0.10777546777546777,73.53140115839552,94.22784852281781
CP000774,0.18125,0.20449690837549184,62.32809544427542,76.73750460300515
CP000781,0.16831683168316833,0.1627536231884058,67.46469253526226,86.0886474535049
CP000792,0.19488817891373802,0.37480106100795757,39.428959063005145,38.71452976076315
CP000812,0.30973451327433627,0.3084282460136674,38.69703307479551,34.41281828389921
CP000820,0.18352059925093633,0.1291248206599713,71.15359736683484,87.63143146480357
CP000828,0.2575315840621963,0.29711794623395493,47.253850255638156,46.06813062425631
CP000830,0.1511627906976744,0.14778660612939842,66.01545182795789,83.77073528789407
CP000849,0.37150127226463103,0.3790518191841235,31.628209656110613,21.417195212950954
CP000850,0.23493975903614459,0.13534083388484447,69.51852813884236,85.4082585064443
CP000859,0.20249221183800623,0.24179867143587122,56.168615578397166,68.50587537173752
CP000875,0.3112676056338028,0.25152563699276503,50.715668122094606,51.040165935922595
CP000879,0.31085043988269795,0.3337278106508876,34.12319063694373,28.420729345366375
CP000884,0.16470588235294117,0.16265535010609275,66.47625701254553,84.07911259983818
CP000910,0.23357664233576642,0.21113744075829383,56.271325568496955,60.47196550385885
CP000922,0.2533783783783784,0.300080064051241,41.77675142074495,37.701730356453794
CP000927,0.16532258064516128,0.1938198553583169,67.46329596602476,87.70094842619467
CP000930,0.16770186335403728,0.222,56.97519060078877,68.22634506617258
CP000934,0.23742454728370221,0.26517064048620853,51.99123885929493,56.896757627340584
CP000961,0.25235109717868337,0.3142605633802817,43.70099216514868,41.29000850485296
CP000975,0.22709163346613545,0.3112290008841733,45.482774375914076,46.05430458183938
CP000976,0.4067796610169492,0.42276422764227645,27.586044045449377,17.395862127615185
CP001013,0.17886178861788618,0.14002998500749625,68.89968087769532,89.23154843592413
CP001016,0.2619047619047619,0.23548518067397484,57.059896843113435,65.78150895109407
CP001032,0.13709677419354838,0.1693345599509353,65.3411396022395,81.9671041519464
CP001034,0.32142857142857145,0.32549651100375737,36.322296518432616,27.99392375840899
CP001037,0.3258954785672343,0.30867143993635643,41.41495802568809,35.616191944563184
CP001055,0.19718309859154928,0.31290743155149936,39.9521283650997,37.74397246495816
CP001071,0.2215568862275449,0.26515373352855054,55.76235444438689,66.1332859446021
CP001080,0.23674911660777384,0.3358024691358025,32.027444977867134,22.790509467385593
CP001087,0.26655629139072845,0.2723267921505807,48.84700915518548,52.836817820193346
CP001096,0.2862903225806452,0.18445364765848996,64.85980862601781,82.90742026528429
CP001098,0.3219761499148211,0.3468910021945867,37.88319203024189,33.786409287968056
CP001099,0.27385892116182575,0.2540583136327817,55.79611479572558,69.02420994637633
CP001100,0.22277227722772278,0.31919619249074566,45.03891960299454,47.72449961856626
CP001108,0.2775330396475771,0.2651942117288652,50.09512826298299,54.21922235352343
CP001110,0.30985915492957744,0.2792328042328042,48.077586989495195,49.49516185782046
CP001130,0.2925170068027211,0.36564102564102563,34.84701003004782,29.13169402717011
CP001145,0.22602739726027396,0.2692913385826772,44.77013317313631,44.262191729947915
CP001146,0.27522935779816515,0.3619961612284069,33.74098909839709,25.25509057695437
CP001147,0.2485207100591716,0.35473251028806585,34.12890388925458,25.189125038775195
CP001154,0.23497267759562843,0.19587404994571117,62.352314953733114,74.62992883864295
CP001185,0.2905982905982906,0.36233333333333334,30.810792316194576,20.67361429565975
CP001196,0.20912547528517111,0.21996418979409132,62.39947949997183,76.77031524946466
CP001221,0.24633821571238348,0.38063610851262863,35.018341481270625,29.477380176160356
CP001230,0.29508196721311475,0.3558762886597938,37.15639771142485,31.861305464824948
CP001275,0.15714285714285714,0.175,63.647038501132805,72.9871667891634
CP001279,0.26436781609195403,0.4095238095238095,33.507531417691254,27.10517985178629
CP001280,0.16826923076923078,0.1850425436632333,63.08336217288401,76.45252457351022
CP001281,0.24347826086956523,0.1429795335554498,68.4042033605177,88.91894428937042
CP001312,0.21495327102803738,0.15017462165308498,66.56188702841807,83.3079662100825
CP001322,0.2332214765100671,0.24655844155844156,54.484597610000684,67.75526163417368
CP001349,0.21153846153846154,0.14923339011925044,68.85724725505182,86.3187841485118
CP001364,0.3177966101694915,0.23553141970519784,56.681900568424446,60.57701687395504
CP001397,0.32304038004750596,0.37754318618042226,35.31529911368425,27.75319641027493
CP001429,0.32558139534883723,0.4139240506329114,28.210940762393367,17.793243841133254
CP001472,0.2,0.21223529411764705,60.4970106770533,73.77791604268056
CP001560,0.2465753424657534,0.2095724907063197,56.508328874835435,64.81461270368001
CP001607,0.23024830699774265,0.29559270516717323,42.230964944326395,40.50556652796647
CP001614,0.25239005736137665,0.25859221392056625,50.89065163357059,54.15317727129128
CP001616,0.3048780487804878,0.27723342939481266,49.02701933458781,49.43651106937553
CP001618,0.11940298507462686,0.11202216066481994,73.1165816375156,93.508394340234
CP001619,0.25220680958385877,0.27014836795252223,51.54499489795186,62.60272180978048
CP001628,0.14893617021276595,0.09095315024232634,72.99524968443846,94.18728425581112
CP001629,0.22972972972972974,0.22598425196850394,58.64699871178244,72.65282632279684
CP001630,0.09523809523809523,0.10685851318944845,73.70887317195238,95.64978768000415
CP001631,0.11764705882352941,0.14973544973544972,68.28933205508218,81.79973028214049
CP001632,0.28867924528301886,0.2971206225680934,39.587971334806774,37.94599582488661
CP001634,0.275092936802974,0.2860215053763441,41.54598836032433,40.578560825197755
CP001643,0.08163265306122448,0.10113250283125708,72.04577492840924,93.44528426093845
CP001650,0.29308755760368665,0.3391637630662021,36.218453032231466,30.82374537843387
CP001673,0.2570806100217865,0.30211027910142957,42.69275481900595,45.30374804363393
CP001674,0.27639751552795033,0.2558764271323036,54.86042281266869,62.28717455029545
CP001678,0.27403846153846156,0.3024641833810888,45.23012065555781,39.00734386460533
CP001681,0.27538726333907054,0.3354221986192246,42.048886254415436,41.33641860750082
CP001682,0.22,0.26976744186046514,50.911544290902974,49.39214993163769
CP001683,0.16428571428571428,0.1544103992571959,67.31513626217375,84.17864360783871
CP001684,0.1638418079096045,0.19406731317741016,60.211599355205216,77.75462379883919
CP001685,0.2616279069767442,0.3633893919793014,29.645686057405673,21.00358927527143
CP001686,0.07042253521126761,0.10916666666666666,71.62753355087784,91.9132132312207
CP001699,0.2875335120643432,0.3014887282007656,45.227118022356336,47.48751280015063
CP001700,0.2015810276679842,0.15233609645817633,69.7670815078113,90.08950101810333
CP001706,0.22377622377622378,0.19512987012987013,58.416683456706785,62.88361486086754
CP001707,0.2846153846153846,0.3107776261937244,43.6871005756164,41.506369295549725
CP001708,0.24924924924924924,0.29828269484808456,36.06876441464908,31.07904651251324
CP001712,0.24814814814814815,0.2254199328107503,55.29329254078098,68.05023421839718
CP001713,0.2229299363057325,0.3431192660550459,40.54987026800535,34.86316746624007
CP001721,0.2570093457943925,0.31345911949685534,45.686599019953945,41.291892809192
CP001722,0.24458204334365324,0.3222907488986784,46.82890532673874,45.2324263077635
CP001726,0.2578125,0.17423580786026202,64.20459989097697,85.09596244650568
CP001734,0.14556962025316456,0.21185277604491579,57.54005161463308,68.36478032949981
CP001736,0.22929936305732485,0.14009928295642582,70.5679064337855,91.3588572632568
CP001737,0.17073170731707318,0.12712170458649333,70.91646318382362,90.53150839697254
CP001738,0.10833333333333334,0.13028534370946823,71.6420205227295,91.97339791302234
CP001739,0.2915162454873646,0.33336134453781513,33.4515920686913,27.24160062723166
CP001769,0.2911676646706587,0.2763309813983323,50.19282050444146,55.96873572319882
CP001778,0.1469387755102041,0.15232481990831695,68.13393500923839,88.09381245540217
CP001779,0.2744479495268139,0.34582623509369675,26.314554865997263,12.32694760196901
CP001785,0.1452991452991453,0.24086845466155812,59.448431527349946,72.37828352502143
CP001798,0.23908918406072105,0.27581508515815084,51.58400922482495,53.485286955641755
CP001801,0.3232758620689655,0.2534201954397394,54.71364202678709,60.740488868978716
CP001804,0.13636363636363635,0.12228826151560178,69.4833879119411,88.43233058581215
CP001807,0.14173228346456693,0.20845771144278608,64.53711118823745,80.28148464275614
CP001810,0.3349339735894358,0.320458452722063,40.212540550758916,37.81252784449697
CP001814,0.17475728155339806,0.1300947459086994,70.86660360569266,91.04996317509303
CP001818,0.18181818181818182,0.2192023633677991,63.79256619243765,85.21930259367649
CP001819,0.047619047619047616,0.1147945205479452,71.88650620102021,93.07957665490976
CP001820,0.305019305019305,0.3333333333333333,38.629275160847634,30.48109380943077
CP001821,0.10144927536231885,0.12363213038416764,72.48758675378917,93.35958667505398
CP001823,0.24770642201834864,0.14104718810601163,68.10279190363633,86.84567382580762
CP001825,0.2599118942731278,0.29153005464480874,48.072840582412866,49.039950164651025
CP001834,0.2605042016806723,0.31805298829328404,34.910266713469305,25.096711119872783
CP001843,0.2847058823529412,0.2821561338289963,50.837527436243604,55.38517961905614
CP001848,0.21267893660531698,0.22134609969022812,57.464697308785595,65.2958557927804
CP001851,0.21666666666666667,0.23923512747875353,57.15114056237365,65.42315991203353
CP001854,0.09195402298850575,0.1150986691142726,72.7334268541423,93.05789371916354
CP001867,0.18018018018018017,0.12058924289140116,73.98410933815462,94.15596217773754
CP001874,0.16666666666666666,0.10459770114942529,72.42917381865672,94.18718061027457
CP001875,0.22014051522248243,0.23009079118028533,53.69076617993087,59.15311209933013
CP001896,0.2012987012987013,0.1854295532646048,64.37262380054115,79.69600379969924
CP001928,0.3087557603686636,0.34439461883408073,43.780170409656044,42.1954023505676
CP001940,0.2857142857142857,0.20240282685512367,60.28630983067459,74.03243522590553
CP001958,0.19696969696969696,0.16195190947666196,66.79128951233038,83.1051939555314
CP001962,0.11538461538461539,0.18704453441295546,64.8850372187184,81.96628292578141
CP001965,0.27555555555555555,0.2332086761406133,57.54174246318486,70.31419961261645
CP001966,0.13274336283185842,0.15645664379288834,68.41297028848486,85.67817414630017
CP001968,0.2987012987012987,0.31083333333333335,42.536630875053575,41.56504034691842
CP001992,0.1896551724137931,0.25051643192488265,55.41328127911744,60.74478048316092
CP001997,0.26037735849056604,0.278921568627451,45.30685774758254,42.19687256774173
CP001998,0.22568093385214008,0.24177825388323515,53.60177947414012,60.33642787963222
CP001999,0.3039647577092511,0.3833169774288518,28.360850626598605,15.387206237033068
CP002006,0.27069351230425054,0.29191616766467066,47.685532961335895,55.794058886111884
CP002017,0.22,0.18403041825095057,59.114130784816446,69.22860875734256
CP002018,0.20967741935483872,0.18721374045801525,61.69031954887218,72.45978262053252
CP002026,0.1696969696969697,0.17420718816067654,67.88473004222645,88.27897265025898
CP002028,0.2635514018691589,0.2922804949911609,45.8824557802963,47.40308034283177
CP002038,0.2980456026058632,0.24140401146131804,56.29633286083819,65.62455894555883
CP002039,0.27129337539432175,0.1888963210702341,63.40456378594629,81.03757687531623
CP002042,0.16279069767441862,0.21189504373177842,62.363628418098884,77.06390346716893
CP002045,0.205607476635514,0.265990990990991,53.133241430422814,55.033739805660026
CP002046,0.307843137254902,0.36162079510703365,33.90002986831527,23.466456748162543
CP002047,0.1388888888888889,0.1308868501529052,70.75458902611386,89.61386741183121
CP002048,0.1951219512195122,0.25527950310559006,50.989395811950565,57.152346970982165
CP002049,0.057291666666666664,0.16130952380952382,68.13901247639092,86.71738037908737
CP002056,0.30917874396135264,0.33354310887350536,42.63513069668623,37.17490546805735
CP002084,0.28160919540229884,0.2545688545688546,55.04438159275664,64.9143046600976
CP002085,0.24509803921568626,0.14158686730506156,65.7034940481124,85.33284497865574
CP002102,0.17777777777777778,0.1706578947368421,68.42270096651546,87.4378435672643
CP002105,0.353518821603928,0.3492682926829268,36.63129515920823,27.792427182256002
CP002106,0.2,0.1583718778908418,64.69752852971105,83.97991500727677
CP002116,0.27507163323782235,0.29053444945267226,48.96514158879408,50.17874320552298
CP002131,0.2388888888888889,0.2846223839854413,46.820114603503896,51.908446748191295
CP002156,0.20382165605095542,0.19855595667870035,60.65609859703726,70.43873435702011
CP002157,0.2745709828393136,0.34558303886925795,36.977445412770045,32.209989610809885
CP002158,0.24285714285714285,0.2851829634073185,48.0491303157634,56.060084648837645
CP002159,0.2733333333333333,0.28064764841942946,52.754823680596594,57.67405650260274
CP002162,0.17037037037037037,0.11936433195997646,72.82213415331078,92.92320183484325
CP002171,0.3306122448979592,0.34292068198665676,34.112512528035516,27.53386588731037
CP002198,0.30857580398162326,0.3151452282157676,40.22255163651048,33.81060954169641
CP002209,0.16216216216216217,0.1760709010339734,60.21947303196726,74.59866125458424
CP002224,0.19718309859154928,0.19228007181328546,61.72374467055032,72.70388841676859
CP002271,0.1259259259259259,0.16307763401109057,67.45864534737987,84.79390248820647
CP002273,0.175,0.2517637059073523,47.49750214689114,52.27503323979917
CP002280,0.19935691318327975,0.26332326283987917,53.687692660687745,57.15919320444134
CP002281,0.26283367556468173,0.3419764279238441,34.534494620965724,27.628289964493646
CP002287,0.18376068376068377,0.15724436206363918,65.9875561360569,84.34228057699373
CP002292,0.1724137931034483,0.18787061994609164,62.24843185985493,76.3670502292069
CP002304,0.3637873754152824,0.3690007867820614,33.16135481113169,22.76332038951294
